sl_no,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
5977,U001,200760666,KEHE  llc,40:43.8,2020,1930703477,00:00.0,00:00.0,00:00.0,NAA8,7768.22,
5978,U001,200759878,SA associates,17:56.2,2020,1930725776,00:00.0,00:00.0,00:00.0,NAH4,14537.86,
5979,U001,200230690,DECA llc,36:04.4,2020,1930813128,00:00.0,00:00.0,00:00.0,NAM4,2991.84,
5980,U001,200418007,AM associates,03:04.1,2020,1930850524,00:00.0,00:00.0,00:00.0,NAGD,3024,0-15
5981,U001,200727272,BROOKS systems,03:17.9,2020,1930764650,00:00.0,00:00.0,00:00.0,NAA8,31542.39,
5982,U001,200793568,SUPE trust,48:59.6,2020,1930814682,00:00.0,00:00.0,00:00.0,NAA8,5194.04,0-15
5983,U001,200762301,C&S WH co,09:03.8,2020,1930837841,00:00.0,00:00.0,00:00.0,NAC6,78227.06,0-15
5984,U001,200066217,STEVE in,26:01.8,2020,1930823150,00:00.0,00:00.0,00:00.0,NAA8,11142.27,0-15
5985,U001,200762301,C&S WH us,58:18.5,2020,1930708302,00:00.0,00:00.0,00:00.0,NAC6,122645.43,0-15
5986,U001,200726979,BJ'S  co,06:04.6,2020,1930584502,00:00.0,00:00.0,00:00.0,NAA8,371.67,0-15
5987,U001,200769623,WAL-MAR associates,08:45.3,2020,1930808901,00:00.0,00:00.0,00:00.0,NAH4,2290.51,0-15
5988,U001,200353024,DECA corporation,38:09.3,2020,1930758112,00:00.0,00:00.0,00:00.0,NAM4,492.48,0-15
5989,U001,200275115,SHAWS  systems,49:47.5,2020,1930692445,00:00.0,00:00.0,00:00.0,NAA8,81126.61,0-15
5990,U001,200792293,UNIFIE corporation,45:16.1,2020,1930598639,00:00.0,00:00.0,00:00.0,NAA8,38584.3,0-15
5991,U001,200769623,WAL-MAR trust,22:06.4,2020,1930855207,00:00.0,00:00.0,00:00.0,NAH4,30146.29,0-15
5992,U001,200769623,WAL-MAR llc,13:04.8,2020,1930717371,00:00.0,00:00.0,00:00.0,NAH4,6813.61,0-15
5993,U001,200794332,COST trust,37:56.5,2020,1930669776,00:00.0,00:00.0,00:00.0,NAAX,47386.5,0-15
5994,U001,200726979,BJ'S  co,38:24.1,2020,1930630331,00:00.0,00:00.0,00:00.0,NAA8,623.88,0-15
5995,U001,200705742,DOT in,31:32.1,2020,1930578686,00:00.0,00:00.0,00:00.0,NA32,54274.55,0-15
5996,U001,200762678,JOR co,41:09.0,2020,1930690983,00:00.0,00:00.0,00:00.0,NAA8,59100.39,0-15
5997,CA02,140104225,SAVE-ON- us,43:31.0,2020,2960633440,00:00.0,00:00.0,00:00.0,CA10,86855.4677,0-15
5998,U001,200706844,WINC in,02:00.1,2020,1930719771,00:00.0,00:00.0,00:00.0,NAA8,2714.67,0-15
5999,U001,200707822,PUBLI llc,25:38.5,2020,1930793380,00:00.0,00:00.0,00:00.0,NAA8,93968.58,0-15
6000,U001,200744019,TARG co,52:21.7,2020,1930741119,00:00.0,00:00.0,00:00.0,NAA8,11420.14,0-15
6001,U001,200778870,C llc,55:22.6,2020,1930832419,00:00.0,00:00.0,00:00.0,NAA8,8905.19,0-15
6002,CA02,140105357,CINNAR systems,15:07.3,2020,2960630027,00:00.0,00:00.0,00:00.0,CA10,10728.2,0-15
6003,U001,200769623,WAL-MAR llc,27:04.6,2020,1930618938,00:00.0,00:00.0,00:00.0,NAH4,1590.5,0-15
6004,U001,200756072,REINHA in,12:01.9,2020,1930659162,00:00.0,00:00.0,00:00.0,NAA8,31112.1,0-15
6005,U001,200725421,BEN  ,26:13.1,2020,1930638646,00:00.0,00:00.0,00:00.0,NAA8,23976.22,
6006,U001,200769623,WAL-MAR trust,40:18.6,2020,1930623104,00:00.0,00:00.0,00:00.0,NAH4,13214.14,0-15
6007,U001,200974851,RESTA co,13:28.6,2020,1930625082,00:00.0,00:00.0,00:00.0,NAA8,2175.99,0-15
6008,U001,200769623,WAL-MAR in,17:22.0,2020,1930826259,00:00.0,00:00.0,00:00.0,NAH4,5030.15,0-15
6009,U001,200769623,WAL-MAR us,19:06.3,2020,1930581899,00:00.0,00:00.0,00:00.0,NAH4,18530,
6010,U001,200759878,SA associates,12:16.2,2020,1930792888,00:00.0,00:00.0,00:00.0,NAH4,79562.2,0-15
6011,U001,200769623,WAL-MAR llc,46:17.5,2020,1930886115,00:00.0,00:00.0,00:00.0,NAH4,13079.11,0-15
6012,U001,200769623,WAL-MAR llc,19:48.4,2020,1930578683,00:00.0,00:00.0,00:00.0,NAH4,2096.02,0-15
6013,CA02,140104440,SO corp,20:51.3,2020,2960627435,00:00.0,00:00.0,00:00.0,CA10,18691.2104,0-15
6014,U001,200769623,WAL-MAR foundation,57:57.3,2020,1930683445,00:00.0,00:00.0,00:00.0,NAH4,37957.9,0-15
6015,U001,200696090,UNITE in,49:34.3,2020,1930843295,00:00.0,00:00.0,00:00.0,NAA8,3284.3,0-15
6016,U001,200759878,SA corp,47:33.7,2020,1930577668,00:00.0,00:00.0,00:00.0,NAWP,37469.52,
6017,U001,200704858,WAKE us,35:34.5,2020,1930685562,00:00.0,00:00.0,00:00.0,NAA8,24612.02,0-15
6018,U001,200739534,OK ,38:02.0,2020,1930706102,00:00.0,00:00.0,00:00.0,NAA8,50122.18,0-15
6019,U001,200759878,SA co,07:19.6,2020,1930794375,00:00.0,00:00.0,00:00.0,NAH4,13696.5,0-15
6020,U001,200705742,DOT trust,46:41.3,2020,1930636623,00:00.0,00:00.0,00:00.0,NA32,28964.99,
6021,U001,200769623,WAL-MAR foundation,27:04.6,2020,1930751088,00:00.0,00:00.0,00:00.0,NAH4,1085.08,0-15
6022,U001,200769623,WAL-MAR ,28:03.4,2020,1930855071,00:00.0,00:00.0,00:00.0,NAH4,1518.19,0-15
6023,U001,200707822,PUBLI corp,03:53.8,2020,1930772815,00:00.0,00:00.0,00:00.0,NAA8,187897.38,0-15
6024,CA02,140104249,SOB co,31:34.9,2020,2960624788,00:00.0,00:00.0,00:00.0,CA10,79626.2725,0-15
6025,U001,200434439,BAUGH SU associates,08:48.0,2020,1930664978,00:00.0,00:00.0,00:00.0,NAD1,63965.22,0-15
6026,U001,200769623,WAL-MAR llc,00:18.5,2020,1930832196,00:00.0,00:00.0,00:00.0,NAH4,943.12,0-15
6027,U001,200769623,WAL-MAR systems,58:06.7,2020,1930602798,00:00.0,00:00.0,00:00.0,NAH4,41846.06,0-15
6028,U001,200606231,INTER co,51:39.1,2020,1930673135,00:00.0,00:00.0,00:00.0,NAA8,11155.37,0-15
6029,U001,200762301,C&S WH in,38:13.8,2020,1930797542,00:00.0,00:00.0,00:00.0,NAC6,39326.54,
6030,CA02,140104429,COSTCO associates,52:44.1,2020,2960634111,00:00.0,00:00.0,00:00.0,CA10,31543.6493,0-15
6031,U001,200779906,BOZZU trust,30:50.1,2020,1930769236,00:00.0,00:00.0,00:00.0,NAA8,39173.04,0-15
6032,U001,200790107,ROU in,20:04.2,2020,1930629929,00:00.0,00:00.0,00:00.0,NAC6,143319.11,0-15
6033,U001,200744019,TARG trust,26:08.0,2020,1930624317,00:00.0,00:00.0,00:00.0,NAA8,9499.4,0-15
6034,U001,200735528,ASSOCIA associates,37:57.3,2020,1930623712,00:00.0,00:00.0,00:00.0,NAA8,87400.46,0-15
6035,U001,200875006,KROGER associates,19:56.5,2020,1930714866,00:00.0,00:00.0,00:00.0,NAA8,122776.04,0-15
6036,U001,200744019,TARG foundation,51:47.4,2020,1930637036,00:00.0,00:00.0,00:00.0,NAA8,142818.56,16-30
6037,U001,200726979,BJ'S  trust,14:03.2,2020,1930858103,00:00.0,00:00.0,00:00.0,NAA8,61.69,
6038,U001,200729290,KROGER foundation,34:02.9,2020,1930748465,00:00.0,00:00.0,00:00.0,NAA8,42363.02,0-15
6039,U001,200759878,SA corp,23:42.3,2020,1930804430,00:00.0,00:00.0,00:00.0,NAH4,15005.29,0-15
6040,U001,200744019,TARG ,57:43.4,2020,1930653846,00:00.0,00:00.0,00:00.0,NAGD,15949.29,0-15
6041,U001,200793513,KROGER llc,42:23.7,2020,1930753150,00:00.0,00:00.0,00:00.0,NAA8,53697.39,0-15
6042,CA02,140104409,LOB in,27:33.0,2020,2960631966,00:00.0,00:00.0,00:00.0,CA10,14302.9974,0-15
6043,U001,200778870,C associates,14:32.8,2020,1930686765,00:00.0,00:00.0,00:00.0,NAA8,21713.84,0-15
6044,U001,200759878,SA corp,59:25.1,2020,1930690029,00:00.0,00:00.0,00:00.0,NAH4,13170.07,0-15
6045,U001,200794332,COST ,31:56.4,2020,1930571902,00:00.0,00:00.0,00:00.0,NAGD,6863.74,
6046,U001,200711029,WEGMAN systems,30:39.2,2020,1930834313,00:00.0,00:00.0,00:00.0,NAA8,50207.64,0-15
6047,U001,200029010,KROG associates,11:46.5,2020,1930689747,00:00.0,00:00.0,00:00.0,NAA8,196838.6,0-15
6048,CA02,140104440,SO trust,34:23.5,2020,2960621106,00:00.0,00:00.0,00:00.0,CA10,3233.9203,0-15
6049,U001,200762301,C&S WH foundation,32:00.7,2020,1930652050,00:00.0,00:00.0,00:00.0,NAC6,128571.13,0-15
6050,U001,200760666,KEHE  foundation,13:55.0,2020,1930571056,00:00.0,00:00.0,00:00.0,NAA8,19024.19,0-15
6051,U001,200780383,MEIJ co,58:22.0,2020,1930664680,00:00.0,00:00.0,00:00.0,NAA8,68779.31,0-15
6052,U001,200726979,BJ'S  trust,42:46.5,2020,1930779142,00:00.0,00:00.0,00:00.0,NAA8,600.26,0-15
6053,U001,200761734,H E BUT us,40:37.9,2020,1930755153,00:00.0,00:00.0,00:00.0,NAA8,47081.84,0-15
6054,U001,200726979,BJ'S  corp,36:37.8,2020,1930772940,00:00.0,00:00.0,00:00.0,NAA8,505.55,0-15
6055,U001,100031704,DELHAIZE co,46:18.0,2020,1930842890,00:00.0,00:00.0,00:00.0,NAA8,31796.96,0-15
6056,CA02,140104409,LOB systems,04:33.5,2020,2960624782,00:00.0,00:00.0,00:00.0,CA10,150400.1842,0-15
6057,U001,200418007,AM llc,43:05.1,2020,1930622192,00:00.0,00:00.0,00:00.0,NAA8,786.12,0-15
6058,U001,200353024,DECA associates,46:35.0,2020,1930802549,00:00.0,00:00.0,00:00.0,NAM2,14897.59,
6059,U001,200726979,BJ'S  foundation,01:56.4,2020,1930625352,00:00.0,00:00.0,00:00.0,NAA8,12073.07,0-15
6060,U001,200769623,WAL-MAR us,29:51.4,2020,1930862294,00:00.0,00:00.0,00:00.0,NAH4,49498.47,0-15
6061,U001,200759082,INGL associates,03:30.4,2020,1930592593,00:00.0,00:00.0,00:00.0,NAA8,53920.7,0-15
6062,U001,100052024,CPG us,02:18.6,2020,1930664917,00:00.0,00:00.0,00:00.0,NAGD,34932.73,0-15
6063,CA02,140104429,COSTCO foundation,18:25.4,2020,2960629667,00:00.0,00:00.0,00:00.0,CA10,32438.3164,0-15
6064,U001,200793513,KROGER llc,55:51.9,2020,1930715195,00:00.0,00:00.0,00:00.0,NAA8,1198.79,0-15
6065,U001,200148860,DOLLA in,14:29.3,2020,1930803792,00:00.0,00:00.0,00:00.0,NAA8,79098.81,
6066,U001,200750051,ALBER foundation,51:05.0,2020,1930825810,00:00.0,00:00.0,00:00.0,NAA8,2224.8,31-45
6067,U001,200726979,BJ'S  co,33:25.0,2020,1930669507,00:00.0,00:00.0,00:00.0,NAA8,1121.51,0-15
6068,U001,CCCA02,KRAFT  associates,12:27.9,2020,1930691358,00:00.0,00:00.0,00:00.0,NAG2,16771.23,0-15
6069,U001,200704045,RA trust,20:00.7,2020,1930651687,00:00.0,00:00.0,00:00.0,NAA8,63592.18,0-15
6070,U001,200407025,ALBERT us,52:21.5,2020,1930650618,00:00.0,00:00.0,00:00.0,NAA8,12746.45,0-15
6071,U001,200761734,H E BUT trust,12:40.0,2020,1930599339,00:00.0,00:00.0,00:00.0,NAGD,15319.04,
6072,U001,200769623,WAL-MAR in,28:54.5,2020,1930788442,00:00.0,00:00.0,00:00.0,NAH4,53861.51,0-15
6073,CA02,140104249,SOB co,44:02.0,2020,2960626664,00:00.0,00:00.0,00:00.0,CA10,66662.8702,0-15
6074,U001,200769623,WAL-MAR us,03:04.4,2020,1930880695,00:00.0,00:00.0,00:00.0,NAH4,1355.58,0-15
6075,U001,200732421,MARTI co,59:38.3,2020,1930797177,00:00.0,00:00.0,00:00.0,NAA8,80021.67,0-15
6076,U001,200769623,WAL-MAR co,03:04.4,2020,1930637608,00:00.0,00:00.0,00:00.0,NAH4,2372.78,0-15
6077,U001,200748108,KROGER foundation,51:09.9,2020,1930768026,00:00.0,00:00.0,00:00.0,NAA8,13702.76,0-15
6078,U001,200764795,SYSCO  llc,53:43.2,2020,1930652952,00:00.0,00:00.0,00:00.0,NAA8,1131.56,0-15
6079,U001,200705742,DOT trust,20:09.2,2020,1930667131,00:00.0,00:00.0,00:00.0,NA32,37977.88,
6080,U001,200769623,WAL-MAR trust,03:04.4,2020,1930885037,00:00.0,00:00.0,00:00.0,NAH4,1050.34,0-15
6081,U001,200769623,WAL-MAR systems,32:57.4,2020,1930666519,00:00.0,00:00.0,00:00.0,NAH4,661.11,0-15
6082,U001,200769623,WAL-MAR systems,57:43.0,2020,1930855003,00:00.0,00:00.0,00:00.0,NAH4,52512.67,0-15
6083,U001,200769623,WAL-MAR systems,13:04.8,2020,1930720022,00:00.0,00:00.0,00:00.0,NAH4,7239.15,0-15
6084,U001,200795490,HY -  in,33:34.5,2020,1930611688,00:00.0,00:00.0,00:00.0,NAA8,24039.23,0-15
6085,U001,200762301,C&S WH associates,52:44.3,2020,1930826783,00:00.0,00:00.0,00:00.0,NAC6,50128.4,0-15
6086,CA02,140104423,METRO  ,16:44.3,2020,2960625333,00:00.0,00:00.0,00:00.0,CA10,194417.578,0-15
6087,U001,200769623,WAL-MAR trust,53:58.6,2020,1930723899,00:00.0,00:00.0,00:00.0,NAH4,91.93,0-15
6088,U001,200706844,WINC llc,37:12.3,2020,1930660853,00:00.0,00:00.0,00:00.0,NAA8,3240.59,0-15
6089,U001,200750051,ALBER in,46:40.9,2020,1930597827,00:00.0,00:00.0,00:00.0,NAA8,75387.97,16-30
6090,U001,200790107,ROU co,14:26.7,2020,1930855813,00:00.0,00:00.0,00:00.0,NAC6,48967.87,0-15
6091,CA02,140104423,METRO  systems,49:04.4,2020,2960617049,00:00.0,00:00.0,00:00.0,CA10,58536.8591,0-15
6092,CA02,100030194,AMAZO associates,29:25.0,2020,2960629432,00:00.0,00:00.0,00:00.0,CA10,102076.7295,16-30
6093,U001,200769623,WAL-MAR us,01:02.9,2020,1930797960,00:00.0,00:00.0,00:00.0,NAH4,43530.89,0-15
6094,U001,200759878,SA associates,39:08.6,2020,1930586103,00:00.0,00:00.0,00:00.0,NAH4,13832.5,0-15
6095,U001,200769623,WAL-MAR corp,42:23.0,2020,1930699830,00:00.0,00:00.0,00:00.0,NAH4,30485.49,0-15
6096,U001,200148860,DOLLA co,22:34.3,2020,1930751858,00:00.0,00:00.0,00:00.0,NAA8,72105.76,
6097,U001,200707822,PUBLI llc,35:43.6,2020,1930612200,00:00.0,00:00.0,00:00.0,NAA8,23135.43,0-15
6098,U001,200769623,WAL-MAR foundation,04:26.1,2020,1930685389,00:00.0,00:00.0,00:00.0,NAH4,5480.48,0-15
6099,U001,200212683,RUIZ F corporation,41:12.5,2020,1930573570,00:00.0,00:00.0,00:00.0,NAA8,41754.24,0-15
6100,U001,200769623,WAL-MAR systems,50:08.0,2020,1930822880,00:00.0,00:00.0,00:00.0,NAH4,45296.08,0-15
6101,U001,200739534,OK corp,38:44.4,2020,1930795206,00:00.0,00:00.0,00:00.0,NAA8,36885.18,0-15
6102,U001,200735528,ASSOCIA foundation,44:19.7,2020,1930685107,00:00.0,00:00.0,00:00.0,NAA8,73358.61,0-15
6103,U001,200769623,WAL-MAR llc,39:55.1,2020,1930704939,00:00.0,00:00.0,00:00.0,NAH4,15120.01,0-15
6104,U001,200769623,WAL-MAR ,40:53.9,2020,1930832041,00:00.0,00:00.0,00:00.0,NAH4,14243.89,0-15
6105,U001,200769623,WAL-MAR systems,17:22.0,2020,1930829421,00:00.0,00:00.0,00:00.0,NAH4,2169.37,0-15
6106,U001,200726979,BJ'S  foundation,53:10.2,2020,1930675014,00:00.0,00:00.0,00:00.0,NAA8,518.84,0-15
6107,U001,200744019,TARG co,43:19.7,2020,1930789967,00:00.0,00:00.0,00:00.0,NAA8,19576.63,0-15
6108,U002,200816950,COLOM corporation,36:29.5,2020,1990572400,00:00.0,00:00.0,00:00.0,NA38,69710.41,0-15
6109,U001,200719300,SYSTEMS corporation,33:38.1,2020,1930739736,00:00.0,00:00.0,00:00.0,NAA8,29791.44,0-15
6110,U001,200792734,MDV/ systems,10:53.3,2020,1930829798,00:00.0,00:00.0,00:00.0,NAA8,58844.74,0-15
6111,U001,200759878,SA in,28:20.1,2020,1930645744,00:00.0,00:00.0,00:00.0,NAH4,22861.33,0-15
6112,U001,200769623,WAL-MAR foundation,47:39.2,2020,1930815782,00:00.0,00:00.0,00:00.0,NAH4,18825.05,0-15
6113,U001,200743129,BROOKS ,08:22.9,2020,1930587406,00:00.0,00:00.0,00:00.0,NAA8,49237.98,0-15
6114,U005,100025658,PEA us,14:06.9,2020,1930654506,00:00.0,00:00.0,00:00.0,NAD5,10323.24,0-15
6115,U001,200769623,WAL-MAR co,27:46.9,2020,1930738390,00:00.0,00:00.0,00:00.0,NAH4,14906.55,0-15
6116,U001,200744019,TARG systems,19:12.5,2020,1930651401,00:00.0,00:00.0,00:00.0,NAGD,10311,0-15
6117,U001,200761734,H E BUT corp,14:56.8,2020,1930773583,00:00.0,00:00.0,00:00.0,NAA8,26542.64,
6118,U001,200739006,AL co,22:38.7,2020,1930582762,00:00.0,00:00.0,00:00.0,NAA8,21300,31-45
6119,U001,200984794,GREA llc,27:42.7,2020,1930703342,00:00.0,00:00.0,00:00.0,NAA8,8873.08,
6120,U001,200466603,SMITH'S associates,24:27.0,2020,1930583636,00:00.0,00:00.0,00:00.0,NAA8,44261.07,0-15
6121,U001,100028409,VIGON  systems,34:59.6,2020,1930838556,00:00.0,00:00.0,00:00.0,NA10,31792.6,0-15
6122,U001,200704045,RA trust,08:46.0,2020,1930819692,00:00.0,00:00.0,00:00.0,NAA8,59746.4,0-15
6123,U001,200705742,DOT co,51:41.1,2020,1930675509,00:00.0,00:00.0,00:00.0,NAA8,23098.52,
6124,U001,200769623,WAL-MAR systems,22:06.4,2020,1930768124,00:00.0,00:00.0,00:00.0,NAH4,33164.44,0-15
6125,U001,200799367,MCL systems,24:24.2,2020,1930670773,00:00.0,00:00.0,00:00.0,NAA8,44041.9,0-15
6126,U001,200762301,C&S WH corporation,28:46.5,2020,1930706698,00:00.0,00:00.0,00:00.0,NAC6,100264.17,0-15
6127,U001,200759878,SA llc,37:02.6,2020,1930827344,00:00.0,00:00.0,00:00.0,NAH4,36629.91,0-15
6128,U001,200769623,WAL-MAR us,39:55.1,2020,1930581316,00:00.0,00:00.0,00:00.0,NAH4,15450.56,0-15
6129,U001,200769623,WAL-MAR us,48:03.4,2020,1930661916,00:00.0,00:00.0,00:00.0,NAH4,1329.23,0-15
6130,U001,200726979,BJ'S  us,24:27.1,2020,1930669282,00:00.0,00:00.0,00:00.0,NAA8,33.18,
6131,U001,200750051,ALBER in,51:44.6,2020,1930846972,00:00.0,00:00.0,00:00.0,NAA8,162597.04,16-30
6132,U001,200799367,MCL llc,03:38.9,2020,1930856623,00:00.0,00:00.0,00:00.0,NAA8,121833.57,0-15
6133,U001,200769623,WAL-MAR associates,47:46.9,2020,1930747687,00:00.0,00:00.0,00:00.0,NAH4,7609.67,0-15
6134,U001,200786288,FAMILY us,19:24.6,2020,1930725730,00:00.0,00:00.0,00:00.0,NAC6,47100.68,0-15
6135,CA02,140105508,DOLLARA llc,21:03.9,2020,2960633938,00:00.0,00:00.0,00:00.0,CA10,57200.8032,0-15
6136,U001,200743996,STATER  corp,49:10.8,2020,1930780323,00:00.0,00:00.0,00:00.0,NAA8,57826.95,0-15
6137,U001,200943423,SHEET in,21:37.2,2020,1930689799,00:00.0,00:00.0,00:00.0,NAA8,30552.91,0-15
6138,U001,200793568,SUPE co,54:24.6,2020,1930793059,00:00.0,00:00.0,00:00.0,NAA8,71856.04,0-15
6139,U013,100031686,EWT-EU systems,53:45.6,2020,1991839699,00:00.0,00:00.0,00:00.0,NAVE,2364.4,
6140,U001,CCCA02,KRAFT  us,17:27.7,2020,1930635633,00:00.0,00:00.0,00:00.0,NAG2,16934.4,0-15
6141,U001,200779906,BOZZU trust,39:38.0,2020,1930754669,00:00.0,00:00.0,00:00.0,NAA8,3606.14,0-15
6142,U001,200759878,SA corporation,05:21.3,2020,1930794198,00:00.0,00:00.0,00:00.0,NAH4,42109.09,0-15
6143,U001,200794332,COST llc,58:28.7,2020,1930813915,00:00.0,00:00.0,00:00.0,NAAX,18838.32,
6144,U001,200726979,BJ'S  llc,54:27.9,2020,1930830608,00:00.0,00:00.0,00:00.0,NAA8,357.25,0-15
6145,U001,200761734,H E BUT llc,53:56.6,2020,1930659646,00:00.0,00:00.0,00:00.0,NAA8,68856.51,0-15
6146,U001,200769623,WAL-MAR co,44:35.1,2020,1930646913,00:00.0,00:00.0,00:00.0,NAH4,40142.12,0-15
6147,U001,200794332,COST systems,47:20.0,2020,1930643354,00:00.0,00:00.0,00:00.0,NAAX,9086.04,
6148,U001,200769623,WAL-MAR corporation,20:34.5,2020,1930853054,00:00.0,00:00.0,00:00.0,NAH4,57060.13,0-15
6149,U001,200769623,WAL-MAR ,27:03.3,2020,1930584748,00:00.0,00:00.0,00:00.0,NAH4,34969.17,0-15
6150,U002,200978592,PLAZA ,20:43.8,2020,1990572516,00:00.0,00:00.0,00:00.0,NAG2,62214.99,0-15
6151,U001,200418007,AM associates,32:38.9,2020,1930593052,00:00.0,00:00.0,00:00.0,NAGD,1579.2,0-15
6152,U001,200797984,PIGGLY in,52:13.6,2020,1930763253,00:00.0,00:00.0,00:00.0,NAA8,87592.85,0-15
6153,U001,200744019,TARG in,31:02.6,2020,1930814118,00:00.0,00:00.0,00:00.0,NAA8,12023.55,0-15
6154,U001,200777735,NASH  associates,32:31.3,2020,1930870537,00:00.0,00:00.0,00:00.0,NAA8,21404.36,
6155,U001,200729942,SA trust,42:42.2,2020,1930617203,00:00.0,00:00.0,00:00.0,NAGD,608.25,0-15
6156,U001,200762301,C&S WH corp,22:29.2,2020,1930860546,00:00.0,00:00.0,00:00.0,NAC6,80007.13,0-15
6157,U001,200739006,AL co,50:16.5,2020,1930586209,00:00.0,00:00.0,00:00.0,NAA8,21300,31-45
6158,CA02,140105785,SHOPPE corp,23:30.0,2020,2960630656,00:00.0,00:00.0,00:00.0,CA10,115031.0784,0-15
6159,U001,200744019,TARG us,02:07.7,2020,1930629960,00:00.0,00:00.0,00:00.0,NAA8,7664.54,0-15
6160,U001,200771157,WEIS us,31:20.3,2020,1930800882,00:00.0,00:00.0,00:00.0,NAA8,34827.83,0-15
6161,U001,200769623,WAL-MAR in,39:55.1,2020,1930709563,00:00.0,00:00.0,00:00.0,NAH4,16902.21,0-15
6162,U001,200769623,WAL-MAR corporation,27:49.9,2020,1930687351,00:00.0,00:00.0,00:00.0,NAH4,54863.27,0-15
6163,U001,200726979,BJ'S  in,56:09.8,2020,1930656004,00:00.0,00:00.0,00:00.0,NAA8,221.57,0-15
6164,U001,200769623,WAL-MAR ,44:26.3,2020,1930854176,00:00.0,00:00.0,00:00.0,NAH4,8475.45,0-15
6165,U001,200772595,SAFEW ,40:14.2,2020,1930670119,00:00.0,00:00.0,00:00.0,NAA8,115622.7,0-15
6166,U001,200752302,KROGER llc,41:39.8,2020,1930797037,00:00.0,00:00.0,00:00.0,NAA8,41468.6,0-15
6167,U001,200769623,WAL-MAR us,59:29.6,2020,1930655720,00:00.0,00:00.0,00:00.0,NAH4,21492.23,0-15
6168,U001,200704045,RA ,53:43.5,2020,1930692843,00:00.0,00:00.0,00:00.0,NAA8,41076.89,0-15
6169,U001,200769623,WAL-MAR associates,44:14.4,2020,1930729121,00:00.0,00:00.0,00:00.0,NAH4,13340.21,0-15
6170,U001,200704045,RA co,03:54.1,2020,1930677041,00:00.0,00:00.0,00:00.0,NAA8,22583.92,0-15
6171,U001,200706844,WINC corp,50:13.4,2020,1930772430,00:00.0,00:00.0,00:00.0,NAA8,39351.5,0-15
6172,U001,200776463,KROGE co,05:41.5,2020,1930676473,00:00.0,00:00.0,00:00.0,NAA8,87076.04,0-15
6173,U001,200794332,COST trust,25:54.8,2020,1930817312,00:00.0,00:00.0,00:00.0,NAAX,8793.09,
6174,U001,200726979,BJ'S  us,29:58.6,2020,1930763965,00:00.0,00:00.0,00:00.0,NAA8,902.1,0-15
6175,U001,200707822,PUBLI corporation,35:43.6,2020,1930771973,00:00.0,00:00.0,00:00.0,NAA8,23059.85,0-15
6176,U001,200707822,PUBLI in,43:36.4,2020,1930773184,00:00.0,00:00.0,00:00.0,NAA8,97476.35,0-15
6177,U001,200769623,WAL-MAR in,38:36.1,2020,1930624290,00:00.0,00:00.0,00:00.0,NAH4,41309.29,0-15
6178,U001,200762301,C&S WH systems,35:45.5,2020,1930762757,00:00.0,00:00.0,00:00.0,NAC6,5988,
6179,U001,100001196,DOLLAR associates,40:21.2,2020,1930655777,00:00.0,00:00.0,00:00.0,NAA8,4494.55,0-15
6180,CA02,140104240,FEDER llc,58:55.8,2020,2960627619,00:00.0,00:00.0,00:00.0,CA10,9555.8953,0-15
6181,U001,200778870,C co,40:07.6,2020,1930709585,00:00.0,00:00.0,00:00.0,NAA8,17475.36,0-15
6182,U001,200772670,ASSOCIAT corporation,18:15.7,2020,1930729299,00:00.0,00:00.0,00:00.0,NAU5,54341.98,0-15
6183,U001,200756072,REINHA trust,40:42.7,2020,1930575630,00:00.0,00:00.0,00:00.0,NAA8,21446.78,0-15
6184,U001,200772670,ASSOCIAT corp,50:33.9,2020,1930809675,00:00.0,00:00.0,00:00.0,NAU5,728.78,0-15
6185,U001,200794332,COST corp,12:00.5,2020,1930704765,00:00.0,00:00.0,00:00.0,NAAX,13765.6,0-15
6186,U001,200455322,PEA associates,48:05.8,2020,1930730626,00:00.0,00:00.0,00:00.0,NAD5,35858.31,0-15
6187,U001,200769623,WAL-MAR in,27:04.6,2020,1930856063,00:00.0,00:00.0,00:00.0,NAH4,2546.95,0-15
6188,U001,200765011,MAINES associates,15:53.7,2020,1930614523,00:00.0,00:00.0,00:00.0,NAA8,24050.74,0-15
6189,U001,200707822,PUBLI us,01:45.2,2020,1930718087,00:00.0,00:00.0,00:00.0,NAA8,92454.48,0-15
6190,U001,200759082,INGL us,28:31.6,2020,1930641950,00:00.0,00:00.0,00:00.0,NAA8,22983.35,0-15
6191,U001,200748108,KROGER trust,55:59.4,2020,1930817847,00:00.0,00:00.0,00:00.0,NAA8,11903.23,0-15
6192,U001,200759878,SA corporation,38:45.1,2020,1930716084,00:00.0,00:00.0,00:00.0,NAH4,21060.3,0-15
6193,U001,200769623,WAL-MAR corporation,50:48.1,2020,1930684612,00:00.0,00:00.0,00:00.0,NAH4,9068.94,0-15
6194,U001,200705742,DOT foundation,39:46.3,2020,1930760635,00:00.0,00:00.0,00:00.0,NAA8,2597.72,
6195,U001,100036318,TFC corp,58:22.7,2020,1930576672,00:00.0,00:00.0,00:00.0,NA10,40773.25,0-15
6196,U001,200769623,WAL-MAR us,31:16.5,2020,1930666491,00:00.0,00:00.0,00:00.0,NAH4,15713.38,0-15
6197,U001,200936373,SUPE in,13:55.2,2020,1930808616,00:00.0,00:00.0,00:00.0,NAA8,2988.52,0-15
